model_name,km_driven,fuel_type,transmission,owner,engine_capacity,price,link
2022 Maruti IGNIS,69.16k km,Petrol,Manual,1st,1197cc,₹5.28 lakh,https://www.cars24.com/buy-used-maruti-ignis-2022-cars-hyderabad-10451948701/
2024 Tata NEXON,2.02k km,Petrol,,1st,1199cc,₹13.10 lakh,https://www.cars24.com/buy-used-tata-nexon-2024-cars-hyderabad-10459344703/
2023 Tata NEXON,10.48k km,Petrol,Manual,1st,1199cc,₹10.10 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-hyderabad-10426840705/
2022 MG ASTOR,62.71k km,Petrol,,1st,1498cc,₹11.31 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-hyderabad-10461709790/
2018 Toyota YARIS,80.04k km,Petrol,,1st,1496cc,₹6.01 lakh,https://www.cars24.com/buy-used-toyota-yaris-2018-cars-hyderabad-10401124768/
2021 MG HECTOR,84.88k km,Petrol,Manual,1st,1451cc,₹10.82 lakh,https://www.cars24.com/buy-used-mg-hector-2021-cars-hyderabad-10441449768/
2020 Maruti Celerio X,38.94k km,Petrol,Manual,1st,998cc,₹4.18 lakh,https://www.cars24.com/buy-used-maruti-celerio-x-2020-cars-hyderabad-10484926768/
2015 Hyundai Eon,41.37k km,Petrol,Manual,2nd,814cc,₹2.36 lakh,https://www.cars24.com/buy-used-hyundai-eon-2015-cars-hyderabad-10476006791/
2019 Jeep Compass,64.05k km,Petrol,,2nd,1368cc,₹10.14 lakh,https://www.cars24.com/buy-used-jeep-compass-2019-cars-hyderabad-10484245734/
2019 Tata NEXON,96.31k km,Diesel,,1st,1497cc,₹7.09 lakh,https://www.cars24.com/buy-used-tata-nexon-2019-cars-hyderabad-10421902796/
2022 Toyota URBAN CRUISER,68.68k km,Petrol,Manual,2nd,1462cc,₹9.02 lakh,https://www.cars24.com/buy-used-toyota-urban-cruiser-2022-cars-hyderabad-10480206770/
2013 Maruti Swift Dzire,50.85k km,Petrol,Manual,1st,1197cc,₹3.86 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2013-cars-hyderabad-10415005790/
2021 Hyundai NEW I20,51.35k km,Petrol,,1st,998cc,₹7.53 lakh,https://www.cars24.com/buy-used-hyundai-new-i20-2021-cars-hyderabad-10400945769/
2017 Hyundai Elite i20,48.33k km,Petrol,Manual,1st,1197cc,₹5.30 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2017-cars-hyderabad-10229900713/
2018 Tata Tiago,62.94k km,Petrol,Manual,1st,1199cc,₹4.25 lakh,https://www.cars24.com/buy-used-tata-tiago-2018-cars-hyderabad-10438940705/
2022 MG ASTOR,65.47k km,Petrol,,1st,1349cc,₹9.84 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-hyderabad-10413449734/
2021 KIA SELTOS,68.71k km,Diesel,,1st,1493cc,₹11.26 lakh,https://www.cars24.com/buy-used-kia-seltos-2021-cars-hyderabad-10467442724/
2019 Volkswagen Polo,68.06k km,Petrol,,1st,,₹7.70 lakh,https://www.cars24.com/buy-used-volkswagen-polo-2019-cars-hyderabad-10498208799/
2020 Mahindra XUV500,56.90k km,Diesel,,1st,2179cc,₹13.73 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2020-cars-hyderabad-10445740737/
2020 Renault TRIBER,64.44k km,Petrol,,1st,999cc,₹4.89 lakh,https://www.cars24.com/buy-used-renault-triber-2020-cars-hyderabad-10417343703/
2021 Maruti Baleno,84.64k km,Petrol,Manual,1st,1197cc,₹5.36 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-hyderabad-10438340745/
2021 Hyundai Creta,47.74k km,Petrol,,1st,1353cc,₹13.33 lakh,https://www.cars24.com/buy-used-hyundai-creta-2021-cars-hyderabad-10459431755/
2022 MG HECTOR,47.61k km,Petrol,,1st,1451cc,₹12.59 lakh,https://www.cars24.com/buy-used-mg-hector-2022-cars-hyderabad-10402949768/
2013 Hyundai i10,88.42k km,Petrol,,2nd,1197cc,₹2.94 lakh,https://www.cars24.com/buy-used-hyundai-i10-2013-cars-hyderabad-10499726777/
2020 Maruti Swift,1.2L km,Petrol,Manual,1st,1197cc,₹5.72 lakh,https://www.cars24.com/buy-used-maruti-swift-2020-cars-hyderabad-10486445766/
2017 Mahindra KUV 100 NXT,49.74k km,Petrol,Manual,1st,1198cc,₹3.34 lakh,https://www.cars24.com/buy-used-mahindra-kuv-100-nxt-2017-cars-hyderabad-10423300792/
2018 Honda City,86.08k km,Petrol,Manual,1st,1497cc,₹6.03 lakh,https://www.cars24.com/buy-used-honda-city-2018-cars-hyderabad-10482800778/
2018 Maruti Baleno,50.94k km,Petrol,Manual,1st,1197cc,₹5.53 lakh,https://www.cars24.com/buy-used-maruti-baleno-2018-cars-hyderabad-10494607794/
2016 Maruti Alto 800,28.81k km,Petrol,Manual,1st,,₹2.46 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2016-cars-hyderabad-10400243762/
2022 Renault Kiger,32.81k km,Petrol,,1st,999cc,₹5.92 lakh,https://www.cars24.com/buy-used-renault-kiger-2022-cars-hyderabad-10493645749/
2021 Maruti Ciaz,97.71k km,Petrol,Manual,1st,1462cc,₹6.42 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2021-cars-hyderabad-10499804792/
2018 Mahindra KUV 100 NXT,99.77k km,Petrol,Manual,2nd,1198cc,₹3.53 lakh,https://www.cars24.com/buy-used-mahindra-kuv-100-nxt-2018-cars-hyderabad-10427348705/
2021 Renault TRIBER,45.70k km,Petrol,Manual,1st,999cc,₹4.81 lakh,https://www.cars24.com/buy-used-renault-triber-2021-cars-hyderabad-10467143799/
2014 Maruti Alto 800,61.06k km,Petrol,Manual,1st,796cc,₹2.29 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2014-cars-hyderabad-10494909777/
2022 Hyundai GRAND I10 NIOS,36.25k km,Petrol,Manual,1st,1197cc,₹6.49 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2022-cars-hyderabad-10482048761/
2021 Maruti Baleno,65.34k km,Petrol,Manual,1st,1197cc,₹6.21 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-hyderabad-10497801775/
2023 Maruti FRONX,16.62k km,Petrol,Manual,1st,998cc,₹9.84 lakh,https://www.cars24.com/buy-used-maruti-fronx-2023-cars-hyderabad-10405743707/
2022 MG ASTOR,23.58k km,Petrol,Manual,2nd,1498cc,₹9.95 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-hyderabad-10438040763/
2022 Renault Kwid,40.65k km,Petrol,Manual,1st,999cc,₹4.06 lakh,https://www.cars24.com/buy-used-renault-kwid-2022-cars-hyderabad-10402443764/
2019 Renault TRIBER,58.20k km,Petrol,Manual,1st,,₹4.57 lakh,https://www.cars24.com/buy-used-renault-triber-2019-cars-hyderabad-10409406717/
2024 Tata NEXON,18.57k km,Diesel,,1st,,₹12.70 lakh,https://www.cars24.com/buy-used-tata-nexon-2024-cars-hyderabad-10479640769/
2017 Hyundai Eon,79.67k km,Petrol,Manual,2nd,814cc,₹2.61 lakh,https://www.cars24.com/buy-used-hyundai-eon-2017-cars-hyderabad-10462846760/
2022 Nissan MAGNITE,71.46k km,Petrol,Manual,1st,999cc,₹7.15 lakh,https://www.cars24.com/buy-used-nissan-magnite-2022-cars-hyderabad-10402203793/
2023 Tata ALTROZ,23.79k km,Diesel,Manual,1st,1497cc,₹7.08 lakh,https://www.cars24.com/buy-used-tata-altroz-2023-cars-hyderabad-10449208712/
2018 Renault Kwid,39.85k km,Petrol,Manual,1st,999cc,₹3.46 lakh,https://www.cars24.com/buy-used-renault-kwid-2018-cars-hyderabad-10449000794/
2022 Tata NEXON,67.28k km,Diesel,,1st,1497cc,₹9.32 lakh,https://www.cars24.com/buy-used-tata-nexon-2022-cars-hyderabad-10481444764/
2021 Maruti Baleno,87.21k km,Petrol,Manual,1st,1197cc,₹6.28 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-hyderabad-10482248761/
2018 Maruti Swift,69.74k km,Diesel,,1st,1248cc,₹5.85 lakh,https://www.cars24.com/buy-used-maruti-swift-2018-cars-hyderabad-10487444706/
2023 Renault TRIBER,35.73k km,Petrol,Manual,1st,999cc,₹5.85 lakh,https://www.cars24.com/buy-used-renault-triber-2023-cars-hyderabad-10489046732/
2018 Tata Tiago,43.51k km,Petrol,Manual,1st,1199cc,₹4.26 lakh,https://www.cars24.com/buy-used-tata-tiago-2018-cars-hyderabad-10487708715/
2023 Tata PUNCH,43.65k km,Petrol,,1st,,₹7.71 lakh,https://www.cars24.com/buy-used-tata-punch-2023-cars-hyderabad-10443940768/
2020 Renault TRIBER,62.93k km,Petrol,,2nd,999cc,₹5.04 lakh,https://www.cars24.com/buy-used-renault-triber-2020-cars-hyderabad-10440541768/
2017 Maruti Ciaz,65.07k km,Petrol,Manual,1st,1373cc,₹5.78 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-hyderabad-10478347764/
2021 Nissan Kicks,35.89k km,Petrol,Manual,1st,1498cc,₹7.16 lakh,https://www.cars24.com/buy-used-nissan-kicks-2021-cars-hyderabad-10411243763/
2021 Volkswagen TAIGUN,59.23k km,Petrol,,1st,999cc,₹10.66 lakh,https://www.cars24.com/buy-used-volkswagen-taigun-2021-cars-hyderabad-10409147764/
2021 Volkswagen TAIGUN,26.62k km,Petrol,Manual,1st,999cc,₹10.97 lakh,https://www.cars24.com/buy-used-volkswagen-taigun-2021-cars-hyderabad-10121403793/
2022 Maruti Alto,21.43k km,Petrol,Manual,1st,796cc,₹3.86 lakh,https://www.cars24.com/buy-used-maruti-alto-2022-cars-hyderabad-10416009777/
2017 Renault Kwid,62.73k km,Petrol,,1st,999cc,₹3.33 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-hyderabad-10401700770/
2022 Skoda SLAVIA,29.32k km,Petrol,Manual,1st,999cc,₹10.28 lakh,https://www.cars24.com/buy-used-skoda-slavia-2022-cars-hyderabad-10432707771/
2018 Renault Kwid,47.41k km,Petrol,Manual,2nd,999cc,₹3.03 lakh,https://www.cars24.com/buy-used-renault-kwid-2018-cars-hyderabad-10463149784/
2022 Renault Kiger,5.59k km,Petrol,Manual,1st,999cc,₹7.00 lakh,https://www.cars24.com/buy-used-renault-kiger-2022-cars-hyderabad-10484145753/
2018 Maruti Vitara Brezza,1.3L km,Diesel,,1st,1248cc,₹6.86 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2018-cars-hyderabad-12740043720/
2022 Mahindra BOLERO NEO,36.44k km,Diesel,Manual,1st,1493cc,₹8.52 lakh,https://www.cars24.com/buy-used-mahindra-bolero-neo-2022-cars-hyderabad-10440100796/
2016 Honda Amaze,76.24k km,Petrol,Manual,1st,,₹4.09 lakh,https://www.cars24.com/buy-used-honda-amaze-2016-cars-hyderabad-10484807779/
2024 Skoda SLAVIA,16.49k km,Petrol,,1st,999cc,₹14.07 lakh,https://www.cars24.com/buy-used-skoda-slavia-2024-cars-hyderabad-10428302775/
2017 Maruti S Cross,74.25k km,Diesel,Manual,1st,,₹6.21 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2017-cars-hyderabad-10433740707/
2021 KIA SONET,54.69k km,Petrol,Manual,1st,998cc,₹8.66 lakh,https://www.cars24.com/buy-used-kia-sonet-2021-cars-hyderabad-10435909798/
2017 Maruti Ciaz,1.1L km,Petrol,Manual,3rd,1373cc,₹4.76 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-hyderabad-10404003774/
2019 Renault Kwid,36.78k km,Petrol,,2nd,999cc,₹3.63 lakh,https://www.cars24.com/buy-used-renault-kwid-2019-cars-hyderabad-10400803791/
2023 Maruti Grand Vitara,77.23k km,Petrol,Manual,1st,1462cc,₹14.40 lakh,https://www.cars24.com/buy-used-maruti-grand-vitara-2023-cars-hyderabad-10451240703/
2023 MG ASTOR,39.00k km,Petrol,,1st,1349cc,₹12.60 lakh,https://www.cars24.com/buy-used-mg-astor-2023-cars-hyderabad-10464148747/
2023 Maruti JIMNY,64.31k km,Petrol,Manual,1st,1462cc,₹10.44 lakh,https://www.cars24.com/buy-used-maruti-jimny-2023-cars-hyderabad-10478945765/
2021 MG HECTOR,49.45k km,Diesel,Manual,1st,1956cc,₹11.89 lakh,https://www.cars24.com/buy-used-mg-hector-2021-cars-hyderabad-10208444766/
2018 Maruti S Cross,1.1L km,Diesel,Manual,1st,1248cc,₹6.60 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-hyderabad-44613246747/
2023 Maruti JIMNY,18.80k km,Petrol,,1st,1462cc,₹13.29 lakh,https://www.cars24.com/buy-used-maruti-jimny-2023-cars-hyderabad-10466404773/
2022 Skoda SLAVIA,11.07k km,Petrol,Manual,1st,999cc,₹10.67 lakh,https://www.cars24.com/buy-used-skoda-slavia-2022-cars-hyderabad-10466545746/
2021 Toyota YARIS,87.86k km,Petrol,,2nd,1496cc,₹7.70 lakh,https://www.cars24.com/buy-used-toyota-yaris-2021-cars-hyderabad-10413649769/
2021 Maruti S Cross,50.26k km,Petrol,,1st,1462cc,₹8.72 lakh,https://www.cars24.com/buy-used-maruti-s-cross-2021-cars-hyderabad-10456241745/
2019 Honda WR-V,88.61k km,Diesel,Manual,1st,1498cc,₹7.09 lakh,https://www.cars24.com/buy-used-honda-wr-v-2019-cars-hyderabad-10438640724/
2021 Mahindra XUV500,55.39k km,Diesel,Manual,1st,2179cc,₹11.19 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2021-cars-hyderabad-10446344745/
2021 Renault Kiger,45.02k km,Petrol,Manual,1st,999cc,₹6.70 lakh,https://www.cars24.com/buy-used-renault-kiger-2021-cars-hyderabad-10493605795/
2021 Nissan MAGNITE,43.41k km,Petrol,,1st,999cc,₹7.60 lakh,https://www.cars24.com/buy-used-nissan-magnite-2021-cars-hyderabad-10498809793/
2013 Maruti Wagon R 1.0,78.10k km,Petrol,Manual,2nd,998cc,₹2.53 lakh,https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2013-cars-hyderabad-10469506777/
2021 MG ASTOR,45.11k km,Petrol,,1st,1498cc,₹11.93 lakh,https://www.cars24.com/buy-used-mg-astor-2021-cars-hyderabad-10420846760/
2021 Tata NEXON,38.30k km,Petrol,,1st,1199cc,₹8.91 lakh,https://www.cars24.com/buy-used-tata-nexon-2021-cars-hyderabad-10406001790/
2021 Maruti Vitara Brezza,47.76k km,Petrol,Manual,1st,1462cc,₹7.94 lakh,https://www.cars24.com/buy-used-maruti-vitara-brezza-2021-cars-hyderabad-10413947731/
2021 Nissan Kicks,50.10k km,Petrol,Manual,1st,1498cc,₹6.78 lakh,https://www.cars24.com/buy-used-nissan-kicks-2021-cars-hyderabad-10253948743/
2014 Honda City,82.36k km,Petrol,Manual,2nd,1497cc,₹4.86 lakh,https://www.cars24.com/buy-used-honda-city-2014-cars-hyderabad-10470330700/
2022 Volkswagen TAIGUN,42.26k km,Petrol,Manual,1st,1498cc,₹11.85 lakh,https://www.cars24.com/buy-used-volkswagen-taigun-2022-cars-hyderabad-10429220789/
2024 Hyundai GRAND I10 NIOS,6.69k km,Petrol,,1st,,₹7.79 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2024-cars-hyderabad-10476904771/
2022 Skoda SLAVIA,46.39k km,Petrol,,1st,999cc,₹11.43 lakh,https://www.cars24.com/buy-used-skoda-slavia-2022-cars-hyderabad-10465246733/
2022 Maruti Alto,19.31k km,Petrol,Manual,1st,796cc,₹3.87 lakh,https://www.cars24.com/buy-used-maruti-alto-2022-cars-hyderabad-10478901773/
2024 Tata NEXON,22.89k km,Petrol,,1st,,₹11.68 lakh,https://www.cars24.com/buy-used-tata-nexon-2024-cars-hyderabad-10479601771/
2023 Tata NEXON,17.44k km,Petrol,Manual,1st,,₹9.48 lakh,https://www.cars24.com/buy-used-tata-nexon-2023-cars-hyderabad-10434848769/
2021 Maruti Dzire,68.24k km,Petrol,,1st,1197cc,₹6.22 lakh,https://www.cars24.com/buy-used-maruti-dzire-2021-cars-hyderabad-10471908795/
2019 Jeep Compass,84.36k km,Diesel,Manual,2nd,1956cc,₹9.31 lakh,https://www.cars24.com/buy-used-jeep-compass-2019-cars-hyderabad-23571649708/
2019 Hyundai Creta,78.97k km,Diesel,,1st,1582cc,₹10.93 lakh,https://www.cars24.com/buy-used-hyundai-creta-2019-cars-hyderabad-10412505798/
2018 Hyundai Grand i10,82.63k km,Petrol,Manual,1st,1197cc,₹4.53 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-hyderabad-10436207794/
2017 Maruti Alto 800,39.52k km,Petrol,Manual,2nd,796cc,₹2.66 lakh,https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-hyderabad-10430545762/
2020 Volkswagen TIGUAN,87.38k km,Petrol,,1st,1984cc,₹19.42 lakh,https://www.cars24.com/buy-used-volkswagen-tiguan-2020-cars-hyderabad-10446141703/
2019 Mahindra XUV500,71.68k km,Diesel,Manual,1st,2179cc,₹10.25 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2019-cars-hyderabad-10407406794/
2021 Maruti Baleno,1.0L km,Petrol,,1st,1197cc,₹6.31 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-hyderabad-10410802799/
2023 Hyundai GRAND I10 NIOS,26.01k km,Petrol,Manual,1st,,₹6.14 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2023-cars-hyderabad-10434208773/
2020 Tata NEXON,70.41k km,Petrol,,1st,1199cc,₹7.31 lakh,https://www.cars24.com/buy-used-tata-nexon-2020-cars-hyderabad-10497403773/
2020 Hyundai Creta,48.98k km,Petrol,,2nd,1353cc,₹12.85 lakh,https://www.cars24.com/buy-used-hyundai-creta-2020-cars-hyderabad-10488631723/
2022 MG ASTOR,55.15k km,Petrol,,1st,1498cc,₹9.69 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-hyderabad-10470048742/
2023 KIA SONET,19.99k km,Petrol,,1st,,₹13.54 lakh,https://www.cars24.com/buy-used-kia-sonet-2023-cars-hyderabad-10425241760/
2021 Renault Kwid,60.28k km,Petrol,,1st,999cc,₹3.97 lakh,https://www.cars24.com/buy-used-renault-kwid-2021-cars-hyderabad-10458909793/
2020 Tata NEXON,58.27k km,Diesel,,1st,1497cc,₹9.90 lakh,https://www.cars24.com/buy-used-tata-nexon-2020-cars-hyderabad-10439402794/
2021 Maruti Baleno,1.0L km,Petrol,Manual,1st,1197cc,₹6.25 lakh,https://www.cars24.com/buy-used-maruti-baleno-2021-cars-hyderabad-10436108770/
2020 Honda Jazz,30.77k km,Petrol,,1st,1199cc,₹7.97 lakh,https://www.cars24.com/buy-used-honda-jazz-2020-cars-hyderabad-10463305795/
2018 Hyundai Grand i10,55.10k km,Petrol,Manual,1st,1197cc,₹4.68 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-2018-cars-hyderabad-10457946766/
2016 Nissan Micra Active,57.98k km,Petrol,Manual,2nd,1198cc,₹3.21 lakh,https://www.cars24.com/buy-used-nissan-micra-active-2016-cars-hyderabad-10430703771/
2022 Hyundai GRAND I10 NIOS,30.20k km,Petrol,Manual,1st,1197cc,₹5.45 lakh,https://www.cars24.com/buy-used-hyundai-grand-i10-nios-2022-cars-hyderabad-28684908799/
2023 MG ASTOR,26.16k km,Petrol,Manual,1st,1498cc,₹12.18 lakh,https://www.cars24.com/buy-used-mg-astor-2023-cars-hyderabad-10497208770/
2022 MG ASTOR,32.14k km,Petrol,,1st,1498cc,₹11.68 lakh,https://www.cars24.com/buy-used-mg-astor-2022-cars-hyderabad-10432029788/
2024 Tata NEXON,12.50k km,Petrol,,1st,1199cc,₹12.37 lakh,https://www.cars24.com/buy-used-tata-nexon-2024-cars-hyderabad-10410405770/
2021 MG HECTOR PLUS,23.68k km,Diesel,Manual,1st,1956cc,₹16.14 lakh,https://www.cars24.com/buy-used-mg-hector-plus-2021-cars-hyderabad-10441707715/
2021 KIA SONET,77.26k km,Petrol,,1st,998cc,₹9.42 lakh,https://www.cars24.com/buy-used-kia-sonet-2021-cars-hyderabad-10475345766/
2021 Jeep Compass,67.01k km,Petrol,Manual,1st,1368cc,₹12.23 lakh,https://www.cars24.com/buy-used-jeep-compass-2021-cars-hyderabad-10495946762/
2021 Maruti S PRESSO,37.90k km,Petrol,Manual,1st,998cc,₹4.12 lakh,https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-hyderabad-10478805793/
2021 KIA SELTOS,82.91k km,Diesel,,1st,1493cc,₹13.06 lakh,https://www.cars24.com/buy-used-kia-seltos-2021-cars-hyderabad-10474947769/
2022 KIA SONET,18.08k km,Petrol,Manual,1st,,₹8.72 lakh,https://www.cars24.com/buy-used-kia-sonet-2022-cars-hyderabad-10499802710/
2020 Jeep Compass,69.43k km,Diesel,Manual,1st,1956cc,₹13.77 lakh,https://www.cars24.com/buy-used-jeep-compass-2020-cars-hyderabad-10422344767/
2018 Honda City,29.22k km,Petrol,Manual,1st,1497cc,₹6.29 lakh,https://www.cars24.com/buy-used-honda-city-2018-cars-hyderabad-10262642767/
2022 Jeep Compass,47.24k km,Petrol,,1st,1368cc,₹16.62 lakh,https://www.cars24.com/buy-used-jeep-compass-2022-cars-hyderabad-10474305791/
2022 Maruti Grand Vitara,48.51k km,,,1st,1490cc,₹14.70 lakh,https://www.cars24.com/buy-used-maruti-grand-vitara-2022-cars-hyderabad-25780641709/
2023 Maruti JIMNY,19.66k km,Petrol,,1st,1462cc,₹11.91 lakh,https://www.cars24.com/buy-used-maruti-jimny-2023-cars-hyderabad-10444607798/
2017 Maruti Ciaz,65.64k km,Petrol,,1st,1373cc,₹6.17 lakh,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-hyderabad-10461747760/
2018 Renault Duster,1.3L km,Diesel,,1st,1461cc,₹6.64 lakh,https://www.cars24.com/buy-used-renault-duster-2018-cars-hyderabad-10490340765/
2012 Hyundai i20,88.89k km,Diesel,Manual,2nd,,₹2.00 lakh,https://www.cars24.com/buy-used-hyundai-i20-2012-cars-hyderabad-10400002714/
2019 Maruti Ertiga,52.12k km,Diesel,Manual,1st,1498cc,₹8.15 lakh,https://www.cars24.com/buy-used-maruti-ertiga-2019-cars-hyderabad-10475103773/
2017 Renault Kwid,83.58k km,Petrol,,3rd,999cc,₹2.93 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-hyderabad-10496500715/
2018 Honda Amaze,66.43k km,Petrol,Manual,1st,1199cc,₹3.93 lakh,https://www.cars24.com/buy-used-honda-amaze-2018-cars-hyderabad-10497509759/
2018 Mahindra KUV 100 NXT,82.47k km,Petrol,Manual,2nd,1198cc,₹3.50 lakh,https://www.cars24.com/buy-used-mahindra-kuv-100-nxt-2018-cars-hyderabad-10434800714/
2017 Renault Kwid,16.85k km,Petrol,,1st,999cc,₹3.79 lakh,https://www.cars24.com/buy-used-renault-kwid-2017-cars-hyderabad-10456503711/
2017 Maruti Baleno,21.86k km,Petrol,Manual,1st,1197cc,₹3.50 lakh,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-hyderabad-10479706770/
2017 Tata Tiago,72.66k km,Diesel,Manual,2nd,1047cc,₹2.59 lakh,https://www.cars24.com/buy-used-tata-tiago-2017-cars-hyderabad-10452306778/
2015 Hyundai i20 Active,1.4L km,Petrol,Manual,1st,1197cc,₹5.28 lakh,https://www.cars24.com/buy-used-hyundai-i20-active-2015-cars-hyderabad-10409604751/
2016 Hyundai Elite i20,64.79k km,Petrol,Manual,1st,1197cc,₹4.94 lakh,https://www.cars24.com/buy-used-hyundai-elite-i20-2016-cars-hyderabad-10469704754/
2014 Hyundai i10,46.09k km,Petrol,Manual,3rd,1086cc,₹3.43 lakh,https://www.cars24.com/buy-used-hyundai-i10-2014-cars-hyderabad-10420706773/
2018 Mahindra XUV500,1.0L km,Diesel,Manual,2nd,2179cc,₹12.50 lakh,https://www.cars24.com/buy-used-mahindra-xuv500-2018-cars-hyderabad-10457340711/
2023 KIA CARENS,16.64k km,Petrol,Manual,1st,,₹14.90 lakh,https://www.cars24.com/buy-used-kia-carens-2023-cars-hyderabad-10416003712/
2010 Maruti Swift Dzire,1.4L km,Petrol,Manual,2nd,1197cc,₹1.08 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2010-cars-hyderabad-10467609758/
2017 Maruti Baleno,76.99k km,Petrol,Manual,1st,1197cc,₹5.00 lakh,https://www.cars24.com/buy-used-maruti-baleno-2017-cars-hyderabad-10416200714/
2016 Hyundai Verna,79.33k km,Petrol,Manual,2nd,1591cc,₹3.96 lakh,https://www.cars24.com/buy-used-hyundai-verna-2016-cars-hyderabad-10484501799/
2019 Volkswagen Ameo,53.31k km,Diesel,,1st,1498cc,₹6.85 lakh,https://www.cars24.com/buy-used-volkswagen-ameo-2019-cars-hyderabad-10439703758/
2019 Tata NEXON,49.06k km,Petrol,,1st,1198cc,₹7.51 lakh,https://www.cars24.com/buy-used-tata-nexon-2019-cars-hyderabad-10459101757/
2016 Maruti Swift Dzire,1.2L km,Diesel,Manual,2nd,1248cc,₹3.07 lakh,https://www.cars24.com/buy-used-maruti-swift-dzire-2016-cars-hyderabad-10449801751/
2016 Ford Ecosport,1.6L km,Diesel,Manual,2nd,1498cc,₹4.99 lakh,https://www.cars24.com/buy-used-ford-ecosport-2016-cars-hyderabad-10488001711/
2011 Skoda Superb,1.0L km,Petrol,Manual,1st,1798cc,₹2.56 lakh,https://www.cars24.com/buy-used-skoda-superb-2011-cars-hyderabad-10460502794/
2010 Hyundai Santro Xing,85.90k km,Petrol,Manual,2nd,1086cc,₹1.34 lakh,https://www.cars24.com/buy-used-hyundai-santro-xing-2010-cars-hyderabad-10439005758/
2015 Skoda Rapid,85.06k km,Petrol,Manual,2nd,1598cc,₹4.37 lakh,https://www.cars24.com/buy-used-skoda-rapid-2015-cars-hyderabad-10449005751/
